product_id,product_name,category,zone,warehouse,year,week,month,is_festival,base_demand,base_price,current_price,discount_percent,zone_multiplier,warehouse_multiplier,year_growth,units_sold_next_week
1,Fertilizer,agriculture,North,A,1.0,18.0,5.0,0.0,627,278,296.2778055088473,0,1.05,0.959,1.0,566
1,Fertilizer,agriculture,North,A,1.0,19.0,5.0,0.0,627,278,265.81995873861837,0,1.05,0.959,1.0,669
1,Fertilizer,agriculture,North,A,1.0,20.0,5.0,0.0,627,278,254.34501578859525,15,1.05,0.959,1.0,855
1,Fertilizer,agriculture,North,A,1.0,21.0,6.0,0.0,627,278,293.1368091728942,0,1.05,0.959,1.0,646
1,Fertilizer,agriculture,North,A,1.0,22.0,6.0,0.0,627,278,293.08263127573855,0,1.05,0.959,1.0,642
1,Fertilizer,agriculture,North,A,1.0,23.0,6.0,0.0,627,278,270.13069450706155,0,1.05,0.959,1.0,661
1,Fertilizer,agriculture,North,A,1.0,24.0,6.0,0.0,627,278,268.59793018180727,0,1.05,0.959,1.0,693
1,Fertilizer,agriculture,North,A,1.0,25.0,7.0,1.0,627,278,267.49061708739083,0,1.05,0.959,1.0,791
1,Fertilizer,agriculture,North,A,1.0,26.0,7.0,0.0,627,278,299.52902848724375,0,1.05,0.959,1.0,646
1,Fertilizer,agriculture,North,A,1.0,27.0,7.0,0.0,627,278,256.8494400741696,5,1.05,0.959,1.0,757
1,Fertilizer,agriculture,North,A,1.0,28.0,7.0,0.0,627,278,293.0657752054736,0,1.05,0.959,1.0,667
1,Fertilizer,agriculture,North,A,1.0,29.0,8.0,0.0,627,278,279.2639453136389,0,1.05,0.959,1.0,632
1,Fertilizer,agriculture,North,A,1.0,30.0,8.0,0.0,627,278,267.67819254784376,0,1.05,0.959,1.0,637
1,Fertilizer,agriculture,North,A,1.0,31.0,8.0,0.0,627,278,300.6606959502908,0,1.05,0.959,1.0,649
1,Fertilizer,agriculture,North,A,1.0,32.0,8.0,0.0,627,278,262.92117800133417,0,1.05,0.959,1.0,635
1,Fertilizer,agriculture,North,A,1.0,33.0,9.0,0.0,627,278,266.3101807820055,0,1.05,0.959,1.0,695
1,Fertilizer,agriculture,North,A,1.0,34.0,9.0,0.0,627,278,294.88416747559074,0,1.05,0.959,1.0,613
1,Fertilizer,agriculture,North,A,1.0,35.0,9.0,0.0,627,278,299.82628031604276,0,1.05,0.959,1.0,561
1,Fertilizer,agriculture,North,A,1.0,36.0,9.0,0.0,627,278,262.873195037332,0,1.05,0.959,1.0,644
1,Fertilizer,agriculture,North,A,1.0,37.0,10.0,0.0,627,278,295.68162098529064,10,1.05,0.959,1.0,717
1,Fertilizer,agriculture,North,A,1.0,38.0,10.0,0.0,627,278,273.4080517750721,0,1.05,0.959,1.0,629
1,Fertilizer,agriculture,North,A,1.0,39.0,10.0,0.0,627,278,256.8645144237527,0,1.05,0.959,1.0,663
1,Fertilizer,agriculture,North,A,1.0,40.0,10.0,1.0,627,278,279.0447585689312,5,1.05,0.959,1.0,818
1,Fertilizer,agriculture,North,A,1.0,41.0,11.0,0.0,627,278,270.41780589228875,15,1.05,0.959,1.0,726
1,Fertilizer,agriculture,North,A,1.0,42.0,11.0,0.0,627,278,266.03713148738717,0,1.05,0.959,1.0,652
1,Fertilizer,agriculture,North,A,1.0,43.0,11.0,0.0,627,278,284.09177696928225,0,1.05,0.959,1.0,611
1,Fertilizer,agriculture,North,A,1.0,44.0,11.0,0.0,627,278,258.256154888272,0,1.05,0.959,1.0,682
1,Fertilizer,agriculture,North,A,1.0,45.0,12.0,0.0,627,278,305.00216524854943,0,1.05,0.959,1.0,626
1,Fertilizer,agriculture,North,A,1.0,46.0,12.0,0.0,627,278,263.4126474459774,5,1.05,0.959,1.0,763
1,Fertilizer,agriculture,North,A,1.0,47.0,12.0,0.0,627,278,270.6487421791905,0,1.05,0.959,1.0,671
1,Fertilizer,agriculture,North,A,1.0,48.0,12.0,0.0,627,278,255.2201112150251,10,1.05,0.959,1.0,933
1,Fertilizer,agriculture,North,A,1.0,49.0,12.0,0.0,627,278,268.0353716124285,0,1.05,0.959,1.0,654
1,Fertilizer,agriculture,North,A,1.0,50.0,12.0,0.0,627,278,287.87257851843094,0,1.05,0.959,1.0,591
1,Fertilizer,agriculture,North,A,1.0,51.0,12.0,0.0,627,278,278.67237404144,0,1.05,0.959,1.0,583
1,Fertilizer,agriculture,North,A,1.0,52.0,12.0,1.0,627,278,288.6161382384971,0,1.05,0.959,1.0,726
1,Fertilizer,agriculture,North,A,2.0,1.0,1.0,0.0,627,278,302.28218737376244,0,1.05,0.959,1.05,580
1,Fertilizer,agriculture,North,A,2.0,2.0,1.0,0.0,627,278,301.6129651762881,10,1.05,0.959,1.05,722
1,Fertilizer,agriculture,North,A,2.0,3.0,1.0,0.0,627,278,264.54155450096266,0,1.05,0.959,1.05,700
1,Fertilizer,agriculture,North,A,2.0,4.0,1.0,0.0,627,278,279.64857215659396,0,1.05,0.959,1.05,720
1,Fertilizer,agriculture,North,A,2.0,5.0,2.0,0.0,627,278,255.37651389000797,10,1.05,0.959,1.05,864
1,Fertilizer,agriculture,North,A,2.0,6.0,2.0,0.0,627,278,269.05005638230773,0,1.05,0.959,1.05,717
1,Fertilizer,agriculture,North,A,2.0,7.0,2.0,0.0,627,278,290.5631357451853,10,1.05,0.959,1.05,778
1,Fertilizer,agriculture,North,A,2.0,8.0,2.0,0.0,627,278,285.8969595261784,0,1.05,0.959,1.05,662
1,Fertilizer,agriculture,North,A,2.0,9.0,3.0,0.0,627,278,259.18655650366054,10,1.05,0.959,1.05,857
1,Fertilizer,agriculture,North,A,2.0,10.0,3.0,1.0,627,278,250.48142406184976,0,1.05,0.959,1.05,784
1,Fertilizer,agriculture,North,A,2.0,11.0,3.0,0.0,627,278,280.7095986887822,0,1.05,0.959,1.05,602
1,Fertilizer,agriculture,North,A,2.0,12.0,3.0,0.0,627,278,289.797164706923,0,1.05,0.959,1.05,668
1,Fertilizer,agriculture,North,A,2.0,13.0,4.0,0.0,627,278,268.2922232176553,5,1.05,0.959,1.05,801
1,Fertilizer,agriculture,North,A,2.0,14.0,4.0,0.0,627,278,286.76327681189906,0,1.05,0.959,1.05,664
1,Fertilizer,agriculture,North,A,2.0,15.0,4.0,0.0,627,278,255.40831709124194,0,1.05,0.959,1.05,663
1,Fertilizer,agriculture,North,A,2.0,16.0,4.0,0.0,627,278,304.299386844236,0,1.05,0.959,1.05,575
1,Fertilizer,agriculture,North,A,2.0,17.0,5.0,0.0,627,278,299.7977884678475,0,1.05,0.959,1.05,620
1,Fertilizer,agriculture,North,A,2.0,18.0,5.0,0.0,627,278,282.2758559852256,0,1.05,0.959,1.05,721
1,Fertilizer,agriculture,North,A,2.0,19.0,5.0,0.0,627,278,261.0555101215713,5,1.05,0.959,1.05,708
1,Fertilizer,agriculture,North,A,2.0,20.0,5.0,0.0,627,278,302.48949729002203,15,1.05,0.959,1.05,825
1,Fertilizer,agriculture,North,A,2.0,21.0,6.0,0.0,627,278,301.06646009625695,0,1.05,0.959,1.05,637
1,Fertilizer,agriculture,North,A,2.0,22.0,6.0,0.0,627,278,303.77727072616244,10,1.05,0.959,1.05,730
1,Fertilizer,agriculture,North,A,2.0,23.0,6.0,0.0,627,278,266.57135839906897,0,1.05,0.959,1.05,664
1,Fertilizer,agriculture,North,A,2.0,24.0,6.0,0.0,627,278,259.6237967157467,0,1.05,0.959,1.05,741
1,Fertilizer,agriculture,North,A,2.0,25.0,7.0,1.0,627,278,302.2502054433394,0,1.05,0.959,1.05,663
1,Fertilizer,agriculture,North,A,2.0,26.0,7.0,0.0,627,278,284.39440180447383,15,1.05,0.959,1.05,854
1,Fertilizer,agriculture,North,A,2.0,27.0,7.0,0.0,627,278,257.98867124715076,0,1.05,0.959,1.05,720
1,Fertilizer,agriculture,North,A,2.0,28.0,7.0,0.0,627,278,288.9540751993369,5,1.05,0.959,1.05,732
1,Fertilizer,agriculture,North,A,2.0,29.0,8.0,0.0,627,278,270.1877080078184,0,1.05,0.959,1.05,702
1,Fertilizer,agriculture,North,A,2.0,30.0,8.0,0.0,627,278,298.4092209130538,15,1.05,0.959,1.05,838
1,Fertilizer,agriculture,North,A,2.0,31.0,8.0,0.0,627,278,278.6306373766681,0,1.05,0.959,1.05,688
1,Fertilizer,agriculture,North,A,2.0,32.0,8.0,0.0,627,278,289.2293583755283,5,1.05,0.959,1.05,760
1,Fertilizer,agriculture,North,A,2.0,33.0,9.0,0.0,627,278,299.6842970050567,0,1.05,0.959,1.05,586
1,Fertilizer,agriculture,North,A,2.0,34.0,9.0,0.0,627,278,282.35237583938726,0,1.05,0.959,1.05,643
1,Fertilizer,agriculture,North,A,2.0,35.0,9.0,0.0,627,278,276.08724980816476,0,1.05,0.959,1.05,698
1,Fertilizer,agriculture,North,A,2.0,36.0,9.0,0.0,627,278,251.89581389661114,0,1.05,0.959,1.05,634
1,Fertilizer,agriculture,North,A,2.0,37.0,10.0,0.0,627,278,295.936591172677,0,1.05,0.959,1.05,630
1,Fertilizer,agriculture,North,A,2.0,38.0,10.0,0.0,627,278,293.01164155228275,0,1.05,0.959,1.05,585
1,Fertilizer,agriculture,North,A,2.0,39.0,10.0,0.0,627,278,284.83271045553636,0,1.05,0.959,1.05,651
1,Fertilizer,agriculture,North,A,2.0,40.0,10.0,1.0,627,278,280.2593127615219,0,1.05,0.959,1.05,722
1,Fertilizer,agriculture,North,A,2.0,41.0,11.0,0.0,627,278,290.57067815497993,15,1.05,0.959,1.05,711
1,Fertilizer,agriculture,North,A,2.0,42.0,11.0,0.0,627,278,294.41235242913996,0,1.05,0.959,1.05,638
1,Fertilizer,agriculture,North,A,2.0,43.0,11.0,0.0,627,278,274.6068109912334,0,1.05,0.959,1.05,693
1,Fertilizer,agriculture,North,A,2.0,44.0,11.0,0.0,627,278,272.9377837094334,0,1.05,0.959,1.05,713
1,Fertilizer,agriculture,North,A,2.0,45.0,12.0,0.0,627,278,258.89789957251236,0,1.05,0.959,1.05,787
1,Fertilizer,agriculture,North,A,2.0,46.0,12.0,0.0,627,278,286.90697414550584,0,1.05,0.959,1.05,663
1,Fertilizer,agriculture,North,A,2.0,47.0,12.0,0.0,627,278,303.2905096048736,5,1.05,0.959,1.05,773
1,Fertilizer,agriculture,North,A,2.0,48.0,12.0,0.0,627,278,273.52976347098513,0,1.05,0.959,1.05,720
1,Fertilizer,agriculture,North,A,2.0,49.0,12.0,0.0,627,278,269.99208093301013,5,1.05,0.959,1.05,769
1,Fertilizer,agriculture,North,A,2.0,50.0,12.0,0.0,627,278,276.56406489725526,0,1.05,0.959,1.05,701
1,Fertilizer,agriculture,North,A,2.0,51.0,12.0,0.0,627,278,277.5338426564959,0,1.05,0.959,1.05,652
1,Fertilizer,agriculture,North,A,2.0,52.0,12.0,1.0,627,278,272.356863232494,0,1.05,0.959,1.05,707
1,Fertilizer,agriculture,North,A,3.0,1.0,1.0,0.0,627,278,285.511206988241,0,1.05,0.959,1.08,733
1,Fertilizer,agriculture,North,A,3.0,2.0,1.0,0.0,627,278,278.1743759770529,10,1.05,0.959,1.08,735
1,Fertilizer,agriculture,North,A,3.0,3.0,1.0,0.0,627,278,286.82336591801334,0,1.05,0.959,1.08,673
1,Fertilizer,agriculture,North,A,3.0,4.0,1.0,0.0,627,278,251.67402886611416,0,1.05,0.959,1.08,704
1,Fertilizer,agriculture,North,A,3.0,5.0,2.0,0.0,627,278,302.4768014232276,0,1.05,0.959,1.08,701
1,Fertilizer,agriculture,North,A,3.0,6.0,2.0,0.0,627,278,275.67886071132835,0,1.05,0.959,1.08,627
1,Fertilizer,agriculture,North,A,3.0,7.0,2.0,0.0,627,278,302.54544336797477,0,1.05,0.959,1.08,644
1,Fertilizer,agriculture,North,A,3.0,8.0,2.0,0.0,627,278,254.15808885438872,0,1.05,0.959,1.08,698
1,Fertilizer,agriculture,North,A,3.0,9.0,3.0,0.0,627,278,297.1750672899017,0,1.05,0.959,1.08,616
1,Fertilizer,agriculture,North,A,3.0,10.0,3.0,1.0,627,278,256.7699644157641,0,1.05,0.959,1.08,883
1,Fertilizer,agriculture,North,A,3.0,11.0,3.0,0.0,627,278,285.16922228096155,10,1.05,0.959,1.08,846
1,Fertilizer,agriculture,North,A,3.0,12.0,3.0,0.0,627,278,265.88112223496466,0,1.05,0.959,1.08,737
1,Fertilizer,agriculture,North,A,3.0,13.0,4.0,0.0,627,278,291.93418019123175,10,1.05,0.959,1.08,782
1,Fertilizer,agriculture,North,A,3.0,14.0,4.0,0.0,627,278,270.88420557007873,5,1.05,0.959,1.08,772
1,Fertilizer,agriculture,North,A,3.0,15.0,4.0,0.0,627,278,269.1486768380678,15,1.05,0.959,1.08,896
1,Fertilizer,agriculture,North,A,3.0,16.0,4.0,0.0,627,278,291.94843136920724,5,1.05,0.959,1.08,773
1,Fertilizer,agriculture,North,A,3.0,17.0,5.0,0.0,627,278,255.93368710727785,15,1.05,0.959,1.08,1031
1,Fertilizer,agriculture,North,A,3.0,18.0,5.0,0.0,627,278,267.994757817302,10,1.05,0.959,1.08,844
1,Fertilizer,agriculture,North,A,3.0,19.0,5.0,0.0,627,278,271.8396133376195,0,1.05,0.959,1.08,710
1,Fertilizer,agriculture,North,A,3.0,20.0,5.0,0.0,627,278,303.05375736972815,0,1.05,0.959,1.08,624
1,Fertilizer,agriculture,North,A,3.0,21.0,6.0,0.0,627,278,285.33014899664084,0,1.05,0.959,1.08,619
1,Fertilizer,agriculture,North,A,3.0,22.0,6.0,0.0,627,278,287.59202615788337,5,1.05,0.959,1.08,666
1,Fertilizer,agriculture,North,A,3.0,23.0,6.0,0.0,627,278,294.21179483115714,5,1.05,0.959,1.08,712
1,Fertilizer,agriculture,North,A,3.0,24.0,6.0,0.0,627,278,253.40026705692543,0,1.05,0.959,1.08,686
1,Fertilizer,agriculture,North,A,3.0,25.0,7.0,1.0,627,278,274.7490958763598,10,1.05,0.959,1.08,895
1,Fertilizer,agriculture,North,A,3.0,26.0,7.0,0.0,627,278,258.1503375221377,5,1.05,0.959,1.08,776
1,Fertilizer,agriculture,North,A,3.0,27.0,7.0,0.0,627,278,284.5729243203841,0,1.05,0.959,1.08,679
1,Fertilizer,agriculture,North,A,3.0,28.0,7.0,0.0,627,278,254.24562315384915,10,1.05,0.959,1.08,845
1,Fertilizer,agriculture,North,A,3.0,29.0,8.0,0.0,627,278,289.4670678299012,0,1.05,0.959,1.08,591
1,Fertilizer,agriculture,North,A,3.0,30.0,8.0,0.0,627,278,295.39165593951714,15,1.05,0.959,1.08,757
1,Fertilizer,agriculture,North,A,3.0,31.0,8.0,0.0,627,278,305.02165914855163,5,1.05,0.959,1.08,654
1,Fertilizer,agriculture,North,A,3.0,32.0,8.0,0.0,627,278,293.40936852556547,0,1.05,0.959,1.08,640
1,Fertilizer,agriculture,North,A,3.0,33.0,9.0,0.0,627,278,273.7867437141319,15,1.05,0.959,1.08,896
1,Fertilizer,agriculture,North,A,3.0,34.0,9.0,0.0,627,278,250.8312626490685,0,1.05,0.959,1.08,685
1,Fertilizer,agriculture,North,A,3.0,35.0,9.0,0.0,627,278,253.33046212791015,0,1.05,0.959,1.08,748
1,Fertilizer,agriculture,North,A,3.0,36.0,9.0,0.0,627,278,291.68009528715754,0,1.05,0.959,1.08,616
1,Fertilizer,agriculture,North,A,3.0,37.0,10.0,0.0,627,278,303.6967936951845,0,1.05,0.959,1.08,659
1,Fertilizer,agriculture,North,A,3.0,38.0,10.0,0.0,627,278,262.63192862168154,15,1.05,0.959,1.08,901
1,Fertilizer,agriculture,North,A,3.0,39.0,10.0,0.0,627,278,250.87578879275378,15,1.05,0.959,1.08,973
1,Fertilizer,agriculture,North,A,3.0,40.0,10.0,1.0,627,278,254.30308899928818,0,1.05,0.959,1.08,840
1,Fertilizer,agriculture,North,A,3.0,41.0,11.0,0.0,627,278,304.0932209804219,0,1.05,0.959,1.08,692
1,Fertilizer,agriculture,North,A,3.0,42.0,11.0,0.0,627,278,275.4724832010882,0,1.05,0.959,1.08,733
1,Fertilizer,agriculture,North,A,3.0,43.0,11.0,0.0,627,278,282.6878757429244,15,1.05,0.959,1.08,1007
1,Fertilizer,agriculture,North,A,3.0,44.0,11.0,0.0,627,278,265.62239377375096,0,1.05,0.959,1.08,667
1,Fertilizer,agriculture,North,A,3.0,45.0,12.0,0.0,627,278,275.98163131466305,0,1.05,0.959,1.08,649
1,Fertilizer,agriculture,North,A,3.0,46.0,12.0,0.0,627,278,304.37635130623886,15,1.05,0.959,1.08,824
1,Fertilizer,agriculture,North,A,3.0,47.0,12.0,0.0,627,278,289.01779129949784,0,1.05,0.959,1.08,703
1,Fertilizer,agriculture,North,A,3.0,48.0,12.0,0.0,627,278,288.27105319399567,0,1.05,0.959,1.08,634
1,Fertilizer,agriculture,North,A,3.0,49.0,12.0,0.0,627,278,300.8475514578576,10,1.05,0.959,1.08,691
1,Fertilizer,agriculture,North,A,3.0,50.0,12.0,0.0,627,278,302.05970367448316,10,1.05,0.959,1.08,856
1,Fertilizer,agriculture,North,A,3.0,51.0,12.0,0.0,627,278,252.71415805790411,0,1.05,0.959,1.08,794
1,Fertilizer,agriculture,North,A,3.0,52.0,12.0,1.0,627,278,305.0925527899109,0,1.05,0.959,1.08,696
1,Fertilizer,agriculture,North,B,1.0,1.0,1.0,0.0,627,278,283.2336677735787,0,1.05,0.96,1.0,617
1,Fertilizer,agriculture,North,B,1.0,2.0,1.0,0.0,627,278,273.26396432997416,0,1.05,0.96,1.0,696
1,Fertilizer,agriculture,North,B,1.0,3.0,1.0,0.0,627,278,253.33447761379156,10,1.05,0.96,1.0,814
1,Fertilizer,agriculture,North,B,1.0,4.0,1.0,0.0,627,278,292.95570028403637,15,1.05,0.96,1.0,787
1,Fertilizer,agriculture,North,B,1.0,5.0,2.0,0.0,627,278,297.44039492166405,0,1.05,0.96,1.0,550
1,Fertilizer,agriculture,North,B,1.0,6.0,2.0,0.0,627,278,303.245237115585,0,1.05,0.96,1.0,578
1,Fertilizer,agriculture,North,B,1.0,7.0,2.0,0.0,627,278,262.91253998599257,0,1.05,0.96,1.0,589
1,Fertilizer,agriculture,North,B,1.0,8.0,2.0,0.0,627,278,256.51380212629937,0,1.05,0.96,1.0,732
1,Fertilizer,agriculture,North,B,1.0,9.0,3.0,0.0,627,278,279.1291081702509,5,1.05,0.96,1.0,750
1,Fertilizer,agriculture,North,B,1.0,10.0,3.0,1.0,627,278,280.8860202358614,0,1.05,0.96,1.0,723
1,Fertilizer,agriculture,North,B,1.0,11.0,3.0,0.0,627,278,298.94194030780403,0,1.05,0.96,1.0,619
1,Fertilizer,agriculture,North,B,1.0,12.0,3.0,0.0,627,278,289.3468351063168,0,1.05,0.96,1.0,668
1,Fertilizer,agriculture,North,B,1.0,13.0,4.0,0.0,627,278,257.7822540426244,0,1.05,0.96,1.0,720
1,Fertilizer,agriculture,North,B,1.0,14.0,4.0,0.0,627,278,272.0087689075451,0,1.05,0.96,1.0,564
1,Fertilizer,agriculture,North,B,1.0,15.0,4.0,0.0,627,278,300.4712234138524,0,1.05,0.96,1.0,651
1,Fertilizer,agriculture,North,B,1.0,16.0,4.0,0.0,627,278,272.24777869706264,0,1.05,0.96,1.0,646
1,Fertilizer,agriculture,North,B,1.0,17.0,5.0,0.0,627,278,298.147422206319,15,1.05,0.96,1.0,679
1,Fertilizer,agriculture,North,B,1.0,18.0,5.0,0.0,627,278,275.72794804684736,15,1.05,0.96,1.0,824
1,Fertilizer,agriculture,North,B,1.0,19.0,5.0,0.0,627,278,277.5895660260035,0,1.05,0.96,1.0,575
1,Fertilizer,agriculture,North,B,1.0,20.0,5.0,0.0,627,278,254.4180010428417,0,1.05,0.96,1.0,708
1,Fertilizer,agriculture,North,B,1.0,21.0,6.0,0.0,627,278,257.31934864605216,0,1.05,0.96,1.0,688
1,Fertilizer,agriculture,North,B,1.0,22.0,6.0,0.0,627,278,260.31253269259247,0,1.05,0.96,1.0,621
1,Fertilizer,agriculture,North,B,1.0,23.0,6.0,0.0,627,278,300.06143559077424,0,1.05,0.96,1.0,549
1,Fertilizer,agriculture,North,B,1.0,24.0,6.0,0.0,627,278,260.8912694457621,0,1.05,0.96,1.0,687
1,Fertilizer,agriculture,North,B,1.0,25.0,7.0,1.0,627,278,259.5927895068123,0,1.05,0.96,1.0,761
1,Fertilizer,agriculture,North,B,1.0,26.0,7.0,0.0,627,278,261.67215474336206,0,1.05,0.96,1.0,614
1,Fertilizer,agriculture,North,B,1.0,27.0,7.0,0.0,627,278,278.19000025953005,0,1.05,0.96,1.0,600
1,Fertilizer,agriculture,North,B,1.0,28.0,7.0,0.0,627,278,298.7709715003368,15,1.05,0.96,1.0,781
1,Fertilizer,agriculture,North,B,1.0,29.0,8.0,0.0,627,278,253.5959345679304,0,1.05,0.96,1.0,707
1,Fertilizer,agriculture,North,B,1.0,30.0,8.0,0.0,627,278,260.4593686762146,0,1.05,0.96,1.0,700
1,Fertilizer,agriculture,North,B,1.0,31.0,8.0,0.0,627,278,270.7982489152009,0,1.05,0.96,1.0,577
1,Fertilizer,agriculture,North,B,1.0,32.0,8.0,0.0,627,278,275.916930217003,5,1.05,0.96,1.0,766
1,Fertilizer,agriculture,North,B,1.0,33.0,9.0,0.0,627,278,252.23958608071723,0,1.05,0.96,1.0,708
1,Fertilizer,agriculture,North,B,1.0,34.0,9.0,0.0,627,278,278.649265781631,0,1.05,0.96,1.0,644
1,Fertilizer,agriculture,North,B,1.0,35.0,9.0,0.0,627,278,256.1587638304916,0,1.05,0.96,1.0,597
1,Fertilizer,agriculture,North,B,1.0,36.0,9.0,0.0,627,278,265.16992364078556,0,1.05,0.96,1.0,665
1,Fertilizer,agriculture,North,B,1.0,37.0,10.0,0.0,627,278,251.3159585964416,0,1.05,0.96,1.0,651
1,Fertilizer,agriculture,North,B,1.0,38.0,10.0,0.0,627,278,256.85877452915037,10,1.05,0.96,1.0,745
1,Fertilizer,agriculture,North,B,1.0,39.0,10.0,0.0,627,278,283.2037404176051,0,1.05,0.96,1.0,621
1,Fertilizer,agriculture,North,B,1.0,40.0,10.0,1.0,627,278,255.03276801766077,0,1.05,0.96,1.0,857
1,Fertilizer,agriculture,North,B,1.0,41.0,11.0,0.0,627,278,282.8283661619609,5,1.05,0.96,1.0,635
1,Fertilizer,agriculture,North,B,1.0,42.0,11.0,0.0,627,278,265.9779403624091,0,1.05,0.96,1.0,646
1,Fertilizer,agriculture,North,B,1.0,43.0,11.0,0.0,627,278,286.112998618037,0,1.05,0.96,1.0,556
1,Fertilizer,agriculture,North,B,1.0,44.0,11.0,0.0,627,278,255.85910547769444,0,1.05,0.96,1.0,700
1,Fertilizer,agriculture,North,B,1.0,45.0,12.0,0.0,627,278,263.87524969817866,0,1.05,0.96,1.0,631
1,Fertilizer,agriculture,North,B,1.0,46.0,12.0,0.0,627,278,259.8395718983884,10,1.05,0.96,1.0,751
1,Fertilizer,agriculture,North,B,1.0,47.0,12.0,0.0,627,278,254.6609962587873,0,1.05,0.96,1.0,689
1,Fertilizer,agriculture,North,B,1.0,48.0,12.0,0.0,627,278,256.4293629605437,0,1.05,0.96,1.0,670
1,Fertilizer,agriculture,North,B,1.0,49.0,12.0,0.0,627,278,304.1025560901105,10,1.05,0.96,1.0,670
1,Fertilizer,agriculture,North,B,1.0,50.0,12.0,0.0,627,278,259.7013498588877,0,1.05,0.96,1.0,701
1,Fertilizer,agriculture,North,B,1.0,51.0,12.0,0.0,627,278,301.8733049954938,0,1.05,0.96,1.0,518
1,Fertilizer,agriculture,North,B,1.0,52.0,12.0,1.0,627,278,292.9838070854717,0,1.05,0.96,1.0,720
1,Fertilizer,agriculture,North,B,2.0,1.0,1.0,0.0,627,278,268.19656554407595,0,1.05,0.96,1.05,605
1,Fertilizer,agriculture,North,B,2.0,2.0,1.0,0.0,627,278,256.5849274554997,0,1.05,0.96,1.05,708
1,Fertilizer,agriculture,North,B,2.0,3.0,1.0,0.0,627,278,266.24785876015824,0,1.05,0.96,1.05,683
1,Fertilizer,agriculture,North,B,2.0,4.0,1.0,0.0,627,278,279.8119724498682,0,1.05,0.96,1.05,604
1,Fertilizer,agriculture,North,B,2.0,5.0,2.0,0.0,627,278,268.915197867582,0,1.05,0.96,1.05,729
1,Fertilizer,agriculture,North,B,2.0,6.0,2.0,0.0,627,278,264.3580204048653,0,1.05,0.96,1.05,662
1,Fertilizer,agriculture,North,B,2.0,7.0,2.0,0.0,627,278,292.4686690098666,0,1.05,0.96,1.05,524
1,Fertilizer,agriculture,North,B,2.0,8.0,2.0,0.0,627,278,269.59707561979053,15,1.05,0.96,1.05,835
1,Fertilizer,agriculture,North,B,2.0,9.0,3.0,0.0,627,278,296.3824390729977,15,1.05,0.96,1.05,836
1,Fertilizer,agriculture,North,B,2.0,10.0,3.0,1.0,627,278,302.3717293992497,0,1.05,0.96,1.05,677
1,Fertilizer,agriculture,North,B,2.0,11.0,3.0,0.0,627,278,253.89719246559284,5,1.05,0.96,1.05,846
1,Fertilizer,agriculture,North,B,2.0,12.0,3.0,0.0,627,278,257.9713441404217,5,1.05,0.96,1.05,787
1,Fertilizer,agriculture,North,B,2.0,13.0,4.0,0.0,627,278,261.41047899465457,0,1.05,0.96,1.05,715
1,Fertilizer,agriculture,North,B,2.0,14.0,4.0,0.0,627,278,287.18496547070873,0,1.05,0.96,1.05,626
1,Fertilizer,agriculture,North,B,2.0,15.0,4.0,0.0,627,278,270.15097491726675,10,1.05,0.96,1.05,883
